year,name,count
2015,United States of America,618630
2015,Argentina,11090
2015,Brazil,45590
2015,Chile,18050
2015,Colombia,11960
2015,Mexico,8860
2015,South Africa,55950
2016,New Zealand,1345190
2016,New Caledonia,49380
2016,Papua New Guinea,52450
2016,Vanuatu,10320
2016,Fiji,36680
2016,United Kingdom,715550
2016,Ireland,56680
2016,Austria,18890
2016,Belgium,20950
2016,France,129100
2016,Germany,199260
2016,Netherlands,50640
2016,Switzerland,54040
2016,Denmark,28730
2016,Finland,15050
2016,Norway,21440
2016,Sweden,44700
2016,Italy,76400
2016,Spain,40260
2016,Poland,17540
2016,Russia,13600
2016,Iran,12020
2016,Israel,13190
2016,Saudi Arabia,13800
2016,United Arab Emirates,40900
2016,Cambodia,9250
2016,Thailand,91720
2016,Vietnam,70050
2016,Indonesia,180600
2016,Malaysia,389960
2016,Philippines,113050
2016,Singapore,429760
2016,China,1208240
2016,Hong Kong,247680
2016,Taiwan,162960
2016,Japan,417870
2016,South Korea,280100
2016,Bangladesh,12130
2016,India,262260
2016,Nepal,15070
2016,Pakistan,14420
2016,Sri Lanka,30760
2016,Canada,152140
2016,United States of America,716530
2016,Argentina,18710
2016,Brazil,47240
2016,Chile,23060
2016,Colombia,13820
2016,Mexico,9130
2016,South Africa,56390
2017,New Zealand,1359510
2017,New Caledonia,50420
2017,Papua New Guinea,50530
2017,Vanuatu,12690
2017,Fiji,41670
2017,United Kingdom,732890
2017,Ireland,57160
2017,Austria,18440
2017,Belgium,21480
2017,France,129620
2017,Germany,208350
2017,Netherlands,55450
2017,Switzerland,56560
2017,Denmark,28530
2017,Finland,16180
2017,Norway,22200
2017,Sweden,47340
2017,Italy,75300
2017,Spain,40410
2017,Poland,18300
2017,Russia,15240
2017,Iran,13990
2017,Israel,14110
2017,Saudi Arabia,12790
2017,United Arab Emirates,45150
2017,Cambodia,10270
2017,Thailand,97870
2017,Vietnam,93860
2017,Indonesia,192790
2017,Malaysia,396770
2017,Philippines,127300
2017,Singapore,432970
2017,China,1356910
2017,Hong Kong,281200
2017,Taiwan,179930
2017,Japan,434550
2017,South Korea,302210
2017,Bangladesh,16680
2017,India,302570
2017,Nepal,19960
2017,Pakistan,17780
2017,Sri Lanka,35540
2017,Canada,167580
2017,United States of America,780570
2017,Argentina,23550
2017,Brazil,55720
2017,Chile,24870
2017,Colombia,16010
2017,Mexico,11420
2017,South Africa,56040
2018,New Zealand,1385000
2018,New Caledonia,53770
2018,Papua New Guinea,48720
2018,Vanuatu,14560
2018,Fiji,45640
2018,United Kingdom,733450
2018,Ireland,62340
2018,Austria,19050
2018,Belgium,23070
2018,France,142600
2018,Germany,207120
2018,Netherlands,59750
2018,Switzerland,57930
2018,Denmark,30490
2018,Finland,16950
2018,Norway,24280
2018,Sweden,45600
2018,Italy,77900
2018,Spain,47080
2018,Poland,19950
2018,Russia,16310
2018,Iran,13280
2018,Israel,15730
2018,Saudi Arabia,13760
2018,United Arab Emirates,41680
2018,Cambodia,12340
2018,Thailand,99410
2018,Vietnam,110820
2018,Indonesia,208910
2018,Malaysia,401170
2018,Philippines,143700
2018,Singapore,447980
2018,China,1432140
2018,Hong Kong,308750
2018,Taiwan,202820
2018,Japan,469330
2018,South Korea,287990
2018,Bangladesh,18830
2018,India,357700
2018,Nepal,29140
2018,Pakistan,19650
2018,Sri Lanka,42070
2018,Canada,182100
2018,United States of America,789110
2018,Argentina,28980
2018,Brazil,57820
2018,Chile,30870
2018,Colombia,19090
2018,Mexico,11860
2018,South Africa,59010
2019,New Zealand,1433770
2019,New Caledonia,54570
2019,Papua New Guinea,49390
2019,Vanuatu,17110
2019,Fiji,45670
2019,United Kingdom,715820
2019,Ireland,67280
2019,Austria,19520
2019,Belgium,23600
2019,France,143730
2019,Germany,207090
2019,Netherlands,64750
2019,Switzerland,54730
2019,Denmark,29650
2019,Finland,16370
2019,Norway,23390
2019,Sweden,42610
2019,Italy,75210
2019,Spain,47460
2019,Poland,21060
2019,Russia,17910
2019,Iran,10610
2019,Israel,16280
2019,Saudi Arabia,14510
2019,United Arab Emirates,40380
2019,Cambodia,15730
2019,Thailand,102700
2019,Vietnam,123460
2019,Indonesia,221730
2019,Malaysia,384900
2019,Philippines,158550
2019,Singapore,478500
2019,China,1438670
2019,Hong Kong,315150
2019,Taiwan,194610
2019,Japan,498640
2019,South Korea,280480
2019,Bangladesh,20250
2019,India,399300
2019,Nepal,38110
2019,Pakistan,20910
2019,Sri Lanka,43960
2019,Canada,189610
2019,United States of America,817990
2019,Argentina,23830
2019,Brazil,57950
2019,Chile,29590
2019,Colombia,21760
2019,Mexico,13280
2019,South Africa,61310
2020,New Zealand,242440
2020,New Caledonia,14010
2020,Papua New Guinea,9300
2020,Vanuatu,3810
2020,Fiji,8600
2020,United Kingdom,200800
2020,Ireland,17080
2020,Austria,4750
2020,Belgium,5750
2020,France,34710
2020,Germany,53030
2020,Netherlands,15260
2020,Switzerland,13310
2020,Denmark,8770
2020,Finland,3970
2020,Norway,5810
2020,Sweden,11470
2020,Italy,14980
2020,Spain,11220
2020,Poland,6430
2020,Russia,5090
2020,Iran,1910
2020,Israel,3790
2020,Saudi Arabia,4350
2020,United Arab Emirates,7220
2020,Cambodia,2860
2020,Thailand,15100
2020,Vietnam,28470
2020,Indonesia,34360
2020,Malaysia,44790
2020,Philippines,26530
2020,Singapore,58320
2020,China,207690
2020,Hong Kong,60930
2020,Taiwan,35950
2020,Japan,91720
2020,South Korea,53520
2020,Bangladesh,4530
2020,India,83960
2020,Nepal,7780
2020,Pakistan,5930
2020,Sri Lanka,8550
2020,Canada,52290
2020,United States of America,188680
2020,Argentina,6870
2020,Brazil,13060
2020,Chile,7730
2020,Colombia,5900
2020,Mexico,3030
2020,South Africa,11220
2021,New Zealand,90620
2021,New Caledonia,360
2021,Papua New Guinea,620
2021,Vanuatu,2540
2021,Fiji,420
2021,United Kingdom,5310
2021,Ireland,550
2021,Austria,150
2021,Belgium,170
2021,France,1010
2021,Germany,970
2021,Netherlands,540
2021,Switzerland,300
2021,Denmark,160
2021,Finland,90
2021,Norway,160
2021,Sweden,210
2021,Italy,670
2021,Spain,370
2021,Poland,250
2021,Russia,240
2021,Iran,80
2021,Israel,180
2021,Saudi Arabia,210
2021,United Arab Emirates,1010
2021,Cambodia,30
2021,Thailand,470
2021,Vietnam,310
2021,Indonesia,880
2021,Malaysia,680
2021,Philippines,1920
2021,Singapore,2670
2021,China,2180
2021,Hong Kong,1330
2021,Taiwan,210
2021,Japan,1030
2021,South Korea,510
2021,Bangladesh,110
2021,India,2050
2021,Nepal,70
2021,Pakistan,130
2021,Sri Lanka,230
2021,Canada,960
2021,United States of America,6730
2021,Argentina,160
2021,Brazil,180
2021,Chile,80
2021,Colombia,20
2021,Mexico,50
2021,South Africa,330
